City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
241,carutapera,-1.195,-46.02,76.28,93,100,3.36,BR,Tue Feb 13 13:33:25 2024
242,san rafael del yuma,18.4299,-68.6739,84.4,59,1,8.52,DO,Tue Feb 13 13:33:25 2024
243,riachao das neves,-11.7461,-44.91,78.62,69,61,3.38,BR,Tue Feb 13 13:33:26 2024
244,kiruna,67.8557,20.2251,-6.68,84,75,8.05,SE,Tue Feb 13 13:33:26 2024
245,kingston,17.997,-76.7936,86.95,69,40,20.71,JM,Tue Feb 13 13:33:15 2024
246,holualoa,19.6228,-155.9522,77.77,64,20,8.05,US,Tue Feb 13 13:33:27 2024
247,lukolela,-1.0605,17.1821,76.46,73,91,2.68,CD,Tue Feb 13 13:33:28 2024
248,tyumentsevo,53.3224,81.498,15.31,74,100,19.26,RU,Tue Feb 13 13:33:28 2024
249,timimoun,29.2639,0.231,71.98,28,0,9.22,DZ,Tue Feb 13 13:33:28 2024
250,schopfheim,47.6511,7.8209,44.96,77,96,2.28,DE,Tue Feb 13 13:33:29 2024
251,dezhou,37.4486,116.2925,49.19,70,3,1.72,CN,Tue Feb 13 13:33:29 2024
252,port-vila,-17.7338,168.3219,80.2,100,75,6.91,VU,Tue Feb 13 13:33:30 2024
253,brokopondo,4.75,-55.1667,87.82,57,82,6.76,SR,Tue Feb 13 13:33:32 2024
254,broome,42.2506,-75.833,37.62,68,75,14.97,US,Tue Feb 13 13:33:32 2024
255,shevchenko,48.5,35.0,48.34,72,100,7.11,UA,Tue Feb 13 13:33:33 2024
256,whittlesea,-32.1759,26.8244,64.76,65,35,4.52,ZA,Tue Feb 13 13:33:35 2024
257,laguna,38.421,-121.4238,62.55,64,0,3.44,US,Tue Feb 13 13:33:36 2024
258,saint-francois,46.4154,3.9054,46.65,83,0,3.44,FR,Tue Feb 13 13:33:36 2024
259,odienne,9.51,-7.5692,85.39,10,1,4.7,CI,Tue Feb 13 13:33:37 2024
260,rice lake,45.5061,-91.7382,34.65,55,100,4.61,US,Tue Feb 13 13:33:38 2024
261,invercargill,-46.4,168.35,56.91,73,0,5.68,NZ,Tue Feb 13 13:28:56 2024
262,fort st. john,56.2499,-120.8529,24.69,58,20,10.36,CA,Tue Feb 13 13:33:39 2024
263,leh,34.1667,77.5833,7.18,64,26,1.63,IN,Tue Feb 13 13:33:40 2024
264,gazojak,41.1875,61.4036,51.3,44,62,9.89,TM,Tue Feb 13 13:33:40 2024
265,mega,4.05,38.3,69.31,45,60,12.17,ET,Tue Feb 13 13:33:41 2024
266,afaahiti,-17.75,-149.2833,82.27,91,100,25.84,PF,Tue Feb 13 13:33:41 2024
267,shenjiamen,29.9576,122.298,52.7,87,94,5.64,CN,Tue Feb 13 13:33:42 2024
268,nebraska city,40.6767,-95.8592,54.57,37,0,5.75,US,Tue Feb 13 13:30:02 2024
269,san marcos,33.1434,-117.1661,67.5,54,0,9.22,US,Tue Feb 13 13:32:54 2024
270,bikenibeu village,1.3673,173.1241,82.36,89,75,5.75,KI,Tue Feb 13 13:33:43 2024
271,'ain el hadjar,34.7585,0.1453,54.73,67,22,4.36,DZ,Tue Feb 13 13:33:44 2024
